1,3,EXC
1,6,EXC
1,8,FAIL
1,11,FAIL
1,12,FAIL
1,13,FAIL
2,2,FAIL
2,3,EXC
2,4,FAIL
2,5,FAIL
2,6,EXC
2,7,FAIL
2,9,FAIL
2,11,FAIL
2,12,FAIL
2,14,FAIL
3,3,EXC
3,6,EXC
4,2,FAIL
4,3,EXC
4,5,FAIL
4,6,EXC
